cpt_code,site_active_cpt,present_in_cms_rvu26c,cms_status_indicator,payment_status,site_specialty,site_descriptor,cms_descriptor,site_work_rvu,cms_work_rvu,site_total_rvu,cms_total_rvu,appears_in_search,appears_in_case_builder,classification,risk_score,recommended_remediation
90715,Yes,Yes,E,Excluded from MPFS by regulation,internal_medicine,"Tdap vaccine, 7+",Tdap vaccine 7 yrs/> im,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
90732,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,internal_medicine,Pneumococcal polysaccharide vaccine,Ppsv23 vacc 2 yrs+ subq/im,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
90750,Yes,Yes,E,Excluded from MPFS by regulation,internal_medicine,"Zoster vaccine, recombinant",Hzv vacc recombinant im,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
90867,Yes,Yes,C,Carrier-priced by Medicare contractor,psychiatry,"Therapeutic repetitive transcranial magnetic stimulation (TMS) treatment; initial, including cortical mapping, motor threshold determination, delivery and management",Tcranial magn stim tx plan,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
90868,Yes,Yes,C,Carrier-priced by Medicare contractor,psychiatry,"TMS treatment; subsequent delivery and management, per session",Tcranial magn stim tx deli,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
90869,Yes,Yes,C,Carrier-priced by Medicare contractor,psychiatry,TMS treatment; subsequent motor threshold re-determination with delivery and management,Tcran magn stim redetemine,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
90882,Yes,Yes,N,Non-covered/non-payable under MPFS,psychiatry,Environmental intervention for medical management purposes on a psychiatric patient's behalf,Envrn ivntj med mgmt psyc pt,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
90889,Yes,Yes,B,Bundled/non-payable under MPFS,psychiatry,"Preparation of report of patient's psychiatric status, history, treatment, or progress for other individuals, agencies, or insurance carriers",Preparation of report,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
91120,Yes,No,ABSENT,No row in CMS RVU26C baseline,gastroenterology,Rectal sensation tone and compliance test,,1.23,,0,,Yes,Yes,dataset defect,119.23,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
91122,Yes,No,ABSENT,No row in CMS RVU26C baseline,gastroenterology,Anorectal manometry,,1.56,,0,,Yes,Yes,dataset defect,119.56,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92499,Yes,Yes,C,Carrier-priced by Medicare contractor,ophthalmology,Unlisted ophthalmological service or procedure,Unlisted oph svc/procedure,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
92925,Yes,No,ABSENT,No row in CMS RVU26C baseline,interventional_cardiology,Percutaneous transluminal coronary atherectomy with coronary angioplasty each additional vessel,,5.23,,0,,Yes,Yes,dataset defect,123.23,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92929,Yes,No,ABSENT,No row in CMS RVU26C baseline,general_surgery,PCI with coronary stent; each additional branch (add-on),,4.63,,0,,Yes,Yes,dataset defect,122.63,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92934,Yes,No,ABSENT,No row in CMS RVU26C baseline,interventional_cardiology,Percutaneous transluminal coronary atherectomy with intracoronary stent each additional vessel,,5.89,,0,,Yes,Yes,dataset defect,123.89,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92938,Yes,No,ABSENT,No row in CMS RVU26C baseline,vascular,Percutaneous transluminal revascularization of or through coronary artery bypass graft each additional vessel,,5.34,,0,,Yes,Yes,dataset defect,123.34,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92944,Yes,No,ABSENT,No row in CMS RVU26C baseline,interventional_cardiology,Percutaneous transluminal revascularization of chronic total occlusion each additional coronary artery,,6.12,,0,,Yes,Yes,dataset defect,124.12,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92975,Yes,No,ABSENT,No row in CMS RVU26C baseline,interventional_cardiology,Thrombolysis coronary by intracoronary infusion,,1.9,,0,,Yes,Yes,dataset defect,119.9,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92977,Yes,No,ABSENT,No row in CMS RVU26C baseline,interventional_cardiology,Thrombolysis coronary by intravenous infusion,,3.12,,0,,Yes,Yes,dataset defect,121.12,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
92978,Yes,Yes,C,Carrier-priced by Medicare contractor,general_surgery,Endoluminl ivus oct c 1st,Endoluminl ivus oct c 1st,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
92979,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Endoluminal imaging of coronary vessel or graft using intravascular ultrasound during therapeutic intervention,Endoluminl ivus oct c ea,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93315,Yes,Yes,C,Carrier-priced by Medicare contractor,diagnostic_cardiology,Transesophageal echocardiography for congenital cardiac anomalies including probe placement,Echo transesophageal,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93317,Yes,Yes,C,Carrier-priced by Medicare contractor,diagnostic_cardiology,Transesophageal echocardiography for congenital cardiac anomalies image acquisition interpretation and report only,Echo transesophageal,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93318,Yes,Yes,C,Carrier-priced by Medicare contractor,diagnostic_cardiology,Transesophageal echocardiography for monitoring purposes during cardiac surgery,Echo transesophageal intraop,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93530,Yes,No,ABSENT,No row in CMS RVU26C baseline,diagnostic_cardiology,Right heart catheterization for congenital cardiac anomalies,,2.93,,0,,Yes,Yes,dataset defect,112.93,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
93531,Yes,No,ABSENT,No row in CMS RVU26C baseline,diagnostic_cardiology,Combined right heart catheterization and retrograde left heart catheterization for congenital cardiac anomalies,,7.89,,0,,Yes,Yes,dataset defect,117.89,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
93532,Yes,No,ABSENT,No row in CMS RVU26C baseline,diagnostic_cardiology,Combined right heart catheterization and transseptal left heart catheterization through intact septum for congenital cardiac anomalies,,8.34,,0,,Yes,Yes,dataset defect,118.34,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
93533,Yes,No,ABSENT,No row in CMS RVU26C baseline,diagnostic_cardiology,Combined right heart catheterization and transseptal left heart catheterization through existing septal opening for congenital cardiac anomalies,,7.56,,0,,Yes,Yes,dataset defect,117.56,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
93561,Yes,No,ABSENT,No row in CMS RVU26C baseline,diagnostic_cardiology,Indicator dilution studies injection procedure for cardiac output measurement,,0.89,,0,,Yes,Yes,dataset defect,110.89,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
93562,Yes,No,ABSENT,No row in CMS RVU26C baseline,diagnostic_cardiology,Indicator dilution studies subsequent measurement of cardiac output,,0.45,,0,,Yes,Yes,dataset defect,110.45,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
93571,Yes,Yes,C,Carrier-priced by Medicare contractor,general_surgery,Iv dop vel&/press c flo 1st,Iv dop vel&/press c flo 1st,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93572,Yes,Yes,C,Carrier-priced by Medicare contractor,diagnostic_cardiology,Intravascular Doppler velocity and/or pressure each additional vessel,Iv dop vel&/press c flo ea,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93600,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Bundle of His recording,Bundle of his recording,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93602,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Intra-atrial recording,Intra-atrial recording,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93603,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Right ventricular recording,Right ventricular recording,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93609,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Intraventricular and/or intra-atrial mapping of tachycardia site,Intra-vntr mapg tchycar site,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93610,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Intra-atrial pacing,Intra-atrial pacing,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93612,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Intraventricular pacing,Intraventricular pacing,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93615,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Esophageal recording of atrial electrogram with or without pacing,Esophageal recording,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93616,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Esophageal recording of atrial electrogram with pacing,Esophageal recording w/pacg,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93618,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Induction of arrhythmia by electrical pacing,Indctj arrhythmia elec pacg,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93621,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Comprehensive electrophysiologic evaluation with left atrial pacing and recording from coronary sinus,Comp ep evl l pac&rec c sins,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93622,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Comprehensive electrophysiologic evaluation with left ventricular pacing and recording,Comp ep eval l ventr pac&rec,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93623,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Programmed stimulation and pacing after intravenous drug infusion,Prgrmd stimj&pacg iv rx nfs,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93624,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Electrophysiologic follow-up study with pacing and recording,Ep f-up study pacg&rec,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93631,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Intra-operative epicardial and endocardial pacing and mapping to localize zone of origin of arrhythmia,Ntraop epicar&endcar pac&map,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93640,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Electrophysiologic evaluation of single or dual chamber pacing cardioverter-defibrillator leads,Ep eval 1/2chmbr pacg cvdfb,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93641,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Electrophysiologic evaluation of single or dual chamber transvenous pacing cardioverter-defibrillator,Ep evl 1/2chmb pac cvdfb tst,0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
93662,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_cardiology,Intracardiac echocardiography during therapeutic/diagnostic intervention including imaging supervision and interpretation,Intracardiac ecg (ice),0,0.00,0,0.00,Yes,Yes,carrier-priced code,78.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
94250,Yes,No,ABSENT,No row in CMS RVU26C baseline,pulmonology,Expired gas collection quantitative single procedure,,0.23,,0,,Yes,Yes,dataset defect,110.23,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
94400,Yes,No,ABSENT,No row in CMS RVU26C baseline,pulmonology,Breathing response to CO2,,0.89,,0,,Yes,Yes,dataset defect,110.89,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
94620,Yes,No,ABSENT,No row in CMS RVU26C baseline,pulmonology,Pulmonary stress testing (cardiopulmonary exercise),,1.42,,0,,Yes,Yes,dataset defect,111.42,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
94642,Yes,Yes,C,Carrier-priced by Medicare contractor,pulmonology,Aerosol inhalation of pentamidine for pneumocystis carinii pneumonia treatment or prophylaxis,Aerosol inhalation treatment,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
94662,Yes,No,ABSENT,No row in CMS RVU26C baseline,pulmonology,Continuous negative pressure ventilation CNP initiation and management,,1.34,,0,,Yes,Yes,dataset defect,111.34,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
94720,Yes,No,ABSENT,No row in CMS RVU26C baseline,pulmonology,Carbon monoxide diffusing capacity DLCO,,0.56,,0,,Yes,Yes,dataset defect,110.56,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
94750,Yes,No,ABSENT,No row in CMS RVU26C baseline,pulmonology,Pulmonary compliance study lung or thorax,,0.89,,0,,Yes,Yes,dataset defect,110.89,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
94770,Yes,No,ABSENT,No row in CMS RVU26C baseline,pulmonology,Carbon dioxide expired gas determination by infrared analyzer,,0.23,,0,,Yes,Yes,dataset defect,110.23,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
94772,Yes,Yes,C,Carrier-priced by Medicare contractor,pulmonology,Circadian respiratory pattern recording pediatric with interpretation and report,Circadian respir pattern rec,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
94774,Yes,Yes,C,Carrier-priced by Medicare contractor,pulmonology,Pediatric home apnea monitoring event recording including respiratory rate heart rate and oxygen saturation per 30 days,Ped home apnea mntr evnt rec,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
94775,Yes,Yes,C,Carrier-priced by Medicare contractor,pulmonology,Pediatric home apnea monitoring event recording including respiratory rate heart rate and oxygen saturation set up and interpretation,Ped home apnea mntr att only,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
94776,Yes,Yes,C,Carrier-priced by Medicare contractor,pulmonology,Pediatric home apnea monitoring event recording per 30 days physician review,Ped home apnea mntr dl&alys,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
94777,Yes,Yes,C,Carrier-priced by Medicare contractor,pulmonology,Pediatric home apnea monitoring event recording per 30 days download and technical support,Ped home apnea mntr rvw i&r,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
94799,Yes,Yes,C,Carrier-priced by Medicare contractor,pulmonology,Unlisted pulmonary service or procedure,Unlisted pulmonary svc/px,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
96376,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,internal_medicine,"IV push, each additional sequential, new substance",Tx/pro/dx inj same drug adon,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
96999,Yes,Yes,C,Carrier-priced by Medicare contractor,dermatology,Unlisted special dermatological service or procedure,Unlisted spec derm svc/px,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
97039,Yes,Yes,C,Carrier-priced by Medicare contractor,physical_medicine,Unlisted modality,Unlisted modality,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
97139,Yes,Yes,C,Carrier-priced by Medicare contractor,physical_medicine,Unlisted therapeutic procedure,Unlisted therapeutic px,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
97169,Yes,Yes,N,Non-covered/non-payable under MPFS,physical_medicine,Athletic training evaluation: low complexity,Athletic trn eval low cmplx,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
97170,Yes,Yes,N,Non-covered/non-payable under MPFS,physical_medicine,Athletic training evaluation: moderate complexity,Athletic trn eval mod cmplx,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
97171,Yes,Yes,N,Non-covered/non-payable under MPFS,physical_medicine,Athletic training evaluation: high complexity,Athletic trn eval high cmplx,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
97172,Yes,Yes,N,Non-covered/non-payable under MPFS,physical_medicine,Athletic training re-evaluation,Athletic trn re-eval plan cr,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
97545,Yes,Yes,R,Restricted coverage/special rules,physical_medicine,Work hardening/conditioning initial 2 hours,Work hardening,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
97546,Yes,Yes,R,Restricted coverage/special rules,physical_medicine,Work hardening/conditioning each additional hour,Work hardening add-on,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
97602,Yes,Yes,B,Bundled/non-payable under MPFS,physical_medicine,Removal of devitalized tissue from wound selective debridement,Wound(s) care non-selective,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
97799,Yes,Yes,C,Carrier-priced by Medicare contractor,physical_medicine,Unlisted physical medicine/rehabilitation service or procedure,Unlisted physcl med/rehab px,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
99218,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Initial observation care, straightforward/low",,1.82,,0,,Yes,Yes,dataset defect,111.82,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99219,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Initial observation care, moderate",,0.59,,0,,Yes,Yes,dataset defect,110.59,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99220,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Initial observation care, high",,3.56,,0,,Yes,Yes,dataset defect,113.56,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99224,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Subsequent observation care, straightforward",,0.74,,0,,Yes,Yes,dataset defect,110.74,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99225,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Subsequent observation care, moderate",,1.39,,0,,Yes,Yes,dataset defect,111.39,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99226,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Subsequent observation care, high",,2,,0,,Yes,Yes,dataset defect,112.0,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99241,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Office consultation, straightforward",,0.64,,0,,Yes,Yes,dataset defect,110.64,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99251,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Inpatient consultation, straightforward",,0.64,,0,,Yes,Yes,dataset defect,110.64,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99343,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Home visit, new patient, moderate",,2.46,,0,,Yes,Yes,dataset defect,112.46,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99354,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Prolonged service, outpatient, first hour",,2.33,,0,,Yes,Yes,dataset defect,112.33,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99355,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Prolonged service, outpatient, each additional 30 min",,2.33,,0,,Yes,Yes,dataset defect,112.33,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99356,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Prolonged service, inpatient, first hour",,2.33,,0,,Yes,Yes,dataset defect,112.33,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99357,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Prolonged service, inpatient, each additional 30 min",,2.33,,0,,Yes,Yes,dataset defect,112.33,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99441,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Telephone E/M, 5-10 min",,0.5,,0,,Yes,Yes,dataset defect,110.5,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99442,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Telephone E/M, 11-20 min",,0.97,,0,,Yes,Yes,dataset defect,110.97,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
99443,Yes,No,ABSENT,No row in CMS RVU26C baseline,internal_medicine,"Telephone E/M, 21-30 min",,1.5,,0,,Yes,Yes,dataset defect,111.5,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
